Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations
0,Sun,Acts Intended to Cause Injury,Waimakariri District,Common Assault,Kaiapoi South.,0,Canterbury Region,Waimakariri District.,1/04/2021,2453100,Canterbury Region,Waimakariri District,1
10,Sun,Acts Intended to Cause Injury,Selwyn District,Common Assault,Lincoln.,10,Canterbury Region,Selwyn District.,1/04/2021,2718900,Canterbury Region,Selwyn District,1
14,Sun,Acts Intended to Cause Injury,Selwyn District,Common Assault,Leeston.,14,Canterbury Region,Selwyn District.,1/06/2021,2724300,Canterbury Region,Selwyn District,1
17,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Bromley.,17,Canterbury Region,Christchurch City.,1/06/2021,2580306,Canterbury Region,Christchurch City,1
11,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Mona Vale.,11,Canterbury Region,Christchurch City.,1/02/2021,2470100,Canterbury Region,Christchurch City,1
12,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Phillipstown.,12,Canterbury Region,Christchurch City.,1/02/2021,2607400,Canterbury Region,Christchurch City,1
15,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hoon Hay South.,15,Canterbury Region,Christchurch City.,1/02/2021,2635400,Canterbury Region,Christchurch City,1
6,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Temuka.,6,Canterbury Region,Timaru District.,1/02/2021,2765600,Canterbury Region,Timaru District,1
16,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimate.,16,Canterbury Region,Waimate District.,1/03/2021,2820300,Canterbury Region,Waimate District,1
20,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",Darfield.,20,Canterbury Region,Selwyn District.,1/03/2021,2469100,Canterbury Region,Selwyn District,1
21,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Wigram.,21,Canterbury Region,Christchurch City.,1/03/2021,2481106,Canterbury Region,Christchurch City,1
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Ensors.,10,Canterbury Region,Christchurch City.,1/04/2021,2581400,Canterbury Region,Christchurch City,1
15,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cathedral Square.,15,Canterbury Region,Christchurch City.,1/04/2021,2653600,Canterbury Region,Christchurch City,1
18,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Heathcote Valley.,18,Canterbury Region,Christchurch City.,1/04/2021,2554503,Canterbury Region,Christchurch City,1
20,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hornby South.,20,Canterbury Region,Christchurch City.,1/04/2021,2491900,Canterbury Region,Christchurch City,1
22,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Spreydon.,22,Canterbury Region,Christchurch City.,1/04/2021,2644800,Canterbury Region,Christchurch City,1
20,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,New Brighton.,20,Canterbury Region,Christchurch City.,1/07/2021,2559700,Canterbury Region,Christchurch City,1
12,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,St Albans East.,12,Canterbury Region,Christchurch City.,1/08/2021,2687300,Canterbury Region,Christchurch City,1
18,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Diamond Harbour.,18,Canterbury Region,Christchurch City.,1/08/2021,2711200,Canterbury Region,Christchurch City,1
2,Sun,Acts Intended to Cause Injury,Selwyn District,Common Assault,Kirwee.,2,Canterbury Region,Selwyn District.,1/08/2021,2465500,Canterbury Region,Selwyn District,1
0,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Aranui.,0,Canterbury Region,Christchurch City.,1/03/2021,2573102,Canterbury Region,Christchurch City,1
11,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Harewood.,11,Canterbury Region,Christchurch City.,1/03/2021,2524106,Canterbury Region,Christchurch City,1
11,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Richmond North.,11,Canterbury Region,Christchurch City.,1/03/2021,2697700,Canterbury Region,Christchurch City,1
13,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Marchwiel.,13,Canterbury Region,Timaru District.,1/03/2021,2783900,Canterbury Region,Timaru District,1
21,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Rawhiti.,21,Canterbury Region,Christchurch City.,1/10/2020,2562400,Canterbury Region,Christchurch City,1
22,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,22,Canterbury Region,Christchurch City.,1/10/2020,2649800,Canterbury Region,Christchurch City,1
6,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Riccarton.,6,Canterbury Region,Christchurch City.,1/10/2020,2472800,Canterbury Region,Christchurch City,1
10,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,10,Canterbury Region,Christchurch City.,1/11/2020,2566700,Canterbury Region,Christchurch City,1
9,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Hornby South.,9,Canterbury Region,Christchurch City.,1/08/2021,2491600,Canterbury Region,Christchurch City,1
12,Sun,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Oaklands East.,12,Canterbury Region,Christchurch City.,1/06/2021,2483700,Canterbury Region,Christchurch City,1
18,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Avon Loop.,18,Canterbury Region,Christchurch City.,1/02/2021,2655200,Canterbury Region,Christchurch City,1
13,Sun,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Aidanfield.,13,Canterbury Region,Christchurch City.,1/06/2021,2484513,Canterbury Region,Christchurch City,1
10,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,10,Canterbury Region,Christchurch City.,1/11/2020,2665000,Canterbury Region,Christchurch City,1
10,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,St Martins.,10,Canterbury Region,Christchurch City.,1/11/2020,2626200,Canterbury Region,Christchurch City,1
11,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,11,Canterbury Region,Christchurch City.,1/11/2020,2649400,Canterbury Region,Christchurch City,1
11,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,11,Canterbury Region,Christchurch City.,1/11/2020,2649800,Canterbury Region,Christchurch City,1
13,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",Waihao.,13,Canterbury Region,Waimate District.,1/03/2021,2824300,Canterbury Region,Waimate District,1
14,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton West.,14,Canterbury Region,Christchurch City.,1/03/2021,2471300,Canterbury Region,Christchurch City,1
15,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Bexley.,15,Canterbury Region,Christchurch City.,1/03/2021,2570900,Canterbury Region,Christchurch City,1
16,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Rawhiti.,16,Canterbury Region,Christchurch City.,1/03/2021,2561700,Canterbury Region,Christchurch City,1
22,Sat,Theft and Related Offences,Timaru District,Illegal Use of a Motor Vehicle,Parkside.,22,Canterbury Region,Timaru District.,1/12/2020,2801200,Canterbury Region,Timaru District,1
8,Sat,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Sydenham.,8,Canterbury Region,Christchurch City.,1/12/2020,2616200,Canterbury Region,Christchurch City,1
13,Sat,Theft and Related Offences,Selwyn District,Theft of Motor Vehicle Parts or Contents,Rolleston South East.,13,Canterbury Region,Selwyn District.,1/12/2020,2719404,Canterbury Region,Selwyn District,1
5,Sat,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Belfast.,5,Canterbury Region,Christchurch City.,1/01/2021,2515103,Canterbury Region,Christchurch City,1
19,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Upper Riccarton.,19,Canterbury Region,Christchurch City.,1/04/2021,2541500,Canterbury Region,Christchurch City,1
20,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Linwood East.,20,Canterbury Region,Christchurch City.,1/04/2021,2566900,Canterbury Region,Christchurch City,1
22,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Northcote.,22,Canterbury Region,Christchurch City.,1/04/2021,2664600,Canterbury Region,Christchurch City,1
23,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Washdyke.,23,Canterbury Region,Timaru District.,1/04/2021,2774202,Canterbury Region,Timaru District,1
0,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Upper Riccarton.,0,Canterbury Region,Christchurch City.,1/05/2021,2542202,Canterbury Region,Christchurch City,1
1,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Middleton.,1,Canterbury Region,Christchurch City.,1/05/2021,2538606,Canterbury Region,Christchurch City,1
11,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",St Albans East.,11,Canterbury Region,Christchurch City.,1/05/2021,2690400,Canterbury Region,Christchurch City,1
12,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Spreydon.,12,Canterbury Region,Christchurch City.,1/05/2021,2643800,Canterbury Region,Christchurch City,1
13,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Rapaki Track.,13,Canterbury Region,Christchurch City.,1/05/2021,2554005,Canterbury Region,Christchurch City,1
17,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hornby South.,17,Canterbury Region,Christchurch City.,1/05/2021,2492400,Canterbury Region,Christchurch City,1
2,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn-Rakaia.,2,Canterbury Region,Selwyn District.,1/05/2021,2723400,Canterbury Region,Selwyn District,1
3,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Sydenham.,3,Canterbury Region,Christchurch City.,1/05/2021,2620801,Canterbury Region,Christchurch City,1
11,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood North.,11,Canterbury Region,Christchurch City.,1/11/2020,2612502,Canterbury Region,Christchurch City,1
11,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Upper Riccarton.,11,Canterbury Region,Christchurch City.,1/11/2020,2541800,Canterbury Region,Christchurch City,1
11,Tue,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,11,Canterbury Region,Waimakariri District.,1/11/2020,2445901,Canterbury Region,Waimakariri District,1
12,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,12,Canterbury Region,Christchurch City.,1/11/2020,2649700,Canterbury Region,Christchurch City,1
17,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Rawhiti.,17,Canterbury Region,Christchurch City.,1/03/2021,2563400,Canterbury Region,Christchurch City,1
21,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Aranui.,21,Canterbury Region,Christchurch City.,1/03/2021,2575700,Canterbury Region,Christchurch City,1
8,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Somerfield.,8,Canterbury Region,Christchurch City.,1/03/2021,2647200,Canterbury Region,Christchurch City,1
8,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaiapoi East.,8,Canterbury Region,Waimakariri District.,1/03/2021,2451000,Canterbury Region,Waimakariri District,1
7,Sat,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Travis Wetland.,7,Canterbury Region,Christchurch City.,1/12/2020,2504014,Canterbury Region,Christchurch City,2
15,Sat,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Styx Mill.,15,Canterbury Region,Christchurch City.,1/09/2020,2512200,Canterbury Region,Christchurch City,1
19,Sat,Theft and Related Offences,Kaikoura District,"Theft (Except Motor Vehicles), N.E.C.",Kaikoura Township.,19,Canterbury Region,Kaikoura District.,1/09/2020,2312801,Canterbury Region,Kaikoura District,1
16,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,16,Canterbury Region,Christchurch City.,1/09/2020,2649300,Canterbury Region,Christchurch City,1
4,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hawthornden.,4,Canterbury Region,Christchurch City.,1/04/2021,2529400,Canterbury Region,Christchurch City,1
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashburton District,"Unlawful Entry With Intent/Burglary, Break and Enter",Allenton East.,10,Canterbury Region,Ashburton District.,1/05/2021,2734000,Canterbury Region,Ashburton District,1
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",Rolleston South East.,10,Canterbury Region,Selwyn District.,1/05/2021,2719310,Canterbury Region,Selwyn District,1
17,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Spreydon.,17,Canterbury Region,Christchurch City.,1/05/2021,2643600,Canterbury Region,Christchurch City,1
17,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Styx Mill.,17,Canterbury Region,Christchurch City.,1/05/2021,2512601,Canterbury Region,Christchurch City,1
23,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Casebrook.,23,Canterbury Region,Christchurch City.,1/05/2021,2510800,Canterbury Region,Christchurch City,1
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Aranui.,3,Canterbury Region,Christchurch City.,1/05/2021,2574300,Canterbury Region,Christchurch City,1
